"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","GENDER","GENDER_NAME","GENDER_CODE","GENDER_TYPE","GENDER_TYPECODE","GENDER_SORTORDER","C_AGE","C_AGE_NAME","C_AGE_CODE","C_AGE_TYPE","C_AGE_TYPECODE","C_AGE_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2020","2020","2020","date",0,5,"2092957703","England and Wales","K04000001","countries",499,6,"0","Total","0","Sex",1000,0,"10","Aged 40-44","10","5 year age band",2000,6,"20100","Value",3698705,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32320e2d2092957703d0d10d20100",334,560
"2020","2020","2020","date",0,5,"2092957703","England and Wales","K04000001","countries",499,6,"0","Total","0","Sex",1000,0,"11","Aged 45-49","11","5 year age band",2000,7,"20100","Value",3874281,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32320e2d2092957703d0d11d20100",335,560
"2021","2021","2021","date",0,6,"2092957697","United Kingdom","K02000001","countries",499,0,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",66977988,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957697d0d200d20100",336,560
"2021","2021","2021","date",0,6,"2092957697","United Kingdom","K02000001","countries",499,0,"0","Total","0","Sex",1000,0,"1","Age 0 - 4","1","5 year age band",2000,1,"20100","Value",3576650,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957697d0d1d20100",337,560
"2021","2021","2021","date",0,6,"2092957697","United Kingdom","K02000001","countries",499,0,"0","Total","0","Sex",1000,0,"6","Aged 20-24","6","5 year age band",2000,2,"20100","Value",4040504,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957697d0d6d20100",338,560
"2021","2021","2021","date",0,6,"2092957697","United Kingdom","K02000001","countries",499,0,"0","Total","0","Sex",1000,0,"7","Aged 25-29","7","5 year age band",2000,3,"20100","Value",4335196,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957697d0d7d20100",339,560
"2021","2021","2021","date",0,6,"2092957697","United Kingdom","K02000001","countries",499,0,"0","Total","0","Sex",1000,0,"8","Aged 30-34","8","5 year age band",2000,4,"20100","Value",4627258,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957697d0d8d20100",340,560
"2021","2021","2021","date",0,6,"2092957697","United Kingdom","K02000001","countries",499,0,"0","Total","0","Sex",1000,0,"9","Aged 35-39","9","5 year age band",2000,5,"20100","Value",4462604,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957697d0d9d20100",341,560
"2021","2021","2021","date",0,6,"2092957697","United Kingdom","K02000001","countries",499,0,"0","Total","0","Sex",1000,0,"10","Aged 40-44","10","5 year age band",2000,6,"20100","Value",4221103,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957697d0d10d20100",342,560
"2021","2021","2021","date",0,6,"2092957697","United Kingdom","K02000001","countries",499,0,"0","Total","0","Sex",1000,0,"11","Aged 45-49","11","5 year age band",2000,7,"20100","Value",4215741,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957697d0d11d20100",343,560
"2021","2021","2021","date",0,6,"2092957698","Great Britain","K03000001","countries",499,1,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",65073424,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957698d0d200d20100",344,560
"2021","2021","2021","date",0,6,"2092957698","Great Britain","K03000001","countries",499,1,"0","Total","0","Sex",1000,0,"1","Age 0 - 4","1","5 year age band",2000,1,"20100","Value",3463618,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957698d0d1d20100",345,560
"2021","2021","2021","date",0,6,"2092957698","Great Britain","K03000001","countries",499,1,"0","Total","0","Sex",1000,0,"6","Aged 20-24","6","5 year age band",2000,2,"20100","Value",3930198,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957698d0d6d20100",346,560
"2021","2021","2021","date",0,6,"2092957698","Great Britain","K03000001","countries",499,1,"0","Total","0","Sex",1000,0,"7","Aged 25-29","7","5 year age band",2000,3,"20100","Value",4219255,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957698d0d7d20100",347,560
"2021","2021","2021","date",0,6,"2092957698","Great Britain","K03000001","countries",499,1,"0","Total","0","Sex",1000,0,"8","Aged 30-34","8","5 year age band",2000,4,"20100","Value",4501827,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957698d0d8d20100",348,560
"2021","2021","2021","date",0,6,"2092957698","Great Britain","K03000001","countries",499,1,"0","Total","0","Sex",1000,0,"9","Aged 35-39","9","5 year age band",2000,5,"20100","Value",4334975,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957698d0d9d20100",349,560
"2021","2021","2021","date",0,6,"2092957698","Great Britain","K03000001","countries",499,1,"0","Total","0","Sex",1000,0,"10","Aged 40-44","10","5 year age band",2000,6,"20100","Value",4098562,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957698d0d10d20100",350,560
"2021","2021","2021","date",0,6,"2092957698","Great Britain","K03000001","countries",499,1,"0","Total","0","Sex",1000,0,"11","Aged 45-49","11","5 year age band",2000,7,"20100","Value",4094803,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957698d0d11d20100",351,560
"2021","2021","2021","date",0,6,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"200","All Ages","200","Labour Market category",5000,0,"20100","Value",56554891,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957699d0d200d20100",352,560
"2021","2021","2021","date",0,6,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"1","Age 0 - 4","1","5 year age band",2000,1,"20100","Value",3059096,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957699d0d1d20100",353,560
"2021","2021","2021","date",0,6,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"6","Aged 20-24","6","5 year age band",2000,2,"20100","Value",3409957,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957699d0d6d20100",354,560
"2021","2021","2021","date",0,6,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"7","Aged 25-29","7","5 year age band",2000,3,"20100","Value",3696257,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957699d0d7d20100",355,560
"2021","2021","2021","date",0,6,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"8","Aged 30-34","8","5 year age band",2000,4,"20100","Value",3952676,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957699d0d8d20100",356,560
"2021","2021","2021","date",0,6,"2092957699","England","E92000001","countries",499,2,"0","Total","0","Sex",1000,0,"9","Aged 35-39","9","5 year age band",2000,5,"20100","Value",3803220,"A","Normal Value","F","Free (free for publication)","Nm-2002d1d32336e2d2092957699d0d9d20100",357,560
